id,title,content,tags
7165,implement pid control robotic arm,m wondering pid control linear control technique robot manipulator nonlinear system possible apply pid control case found paper named pid control dynamics robotic arm manipulator two degrees freedom slide share page use pid control robotic arm name approach remove ambiguity pid linear control technique robot nonlinear system suggestions,"['control', 'pid', 'robotic-arm', 'industrial-robot', 'dynamics']"
7167,rubber pvc coupling good enough small torque 0 1 n m,working project involves speed regulation bldc motor load load conditions wish use another machine operated generator acting load motor shown video coupling used motor generator arrangement looks handmade rubber tube somethhing considering using alternative flexible coupling purchasing actual flexible coupling option moreover need coupling urgent basis question can arrangement something similar used couple 15w motor similar rating machine rated torque exceeding 0 1 n m,"['control', 'brushless-motor']"
7175,need suggestion microcontroller processor language used project,new robotics will writing algorithm robot move around gather information surroundings process will also process audio visual signals confusion micro controller use performance efficient consumes less power controller also capable communication wireless network internet wi fi also support memory integration also know program java c please suggest best language use programming thanks p s really like use microprocessor highly customizable please suggest best use,['artificial-intelligence']
7176,using 20 servos raspberry pi,recently asked review raspberry pi hat programming view will allow pwm control upto 16 servos however hoping use time work hexapod idea thinking requires minimum 18 servo s preferably 20 camera sensor pan tilt question relatively cheap uncomplicated way extending control extra 4 servo s appear servo controller hat shiels arduino raspi upto 16 servos can extended buying another shield options advice subject greatly appreciated preferably dumbed bit don t know great deal micro controller hardware software guy,"['raspberry-pi', 'servomotor', 'rcservo']"
7177,test gazebo works properly save windows don t show component,can test whether gazebo installation works properly m trying save myworld save options window shown,['gazebo']
7178,ros robot operating system mandatory,build ros robotic researchs applications main advantage situations ros mandatory,['ros']
7181,geometric inverse problem s solution continuous redundant robot,let s say redundant robot operationnal position x set possible joint configuration continuous mean possible explore possible configurations without moving end effector way show true false using kuka lbr robot 7 dof maybe specific answer one searching find result will gladly accept link answer may,"['control', 'inverse-kinematics']"
7186,need control dc servo using 4 20ma linear analog signal,m looking find way operate small servo using 4 20ma linear analog signal generated plc industrial setting purpose allow automation task currently done manually turning adjusting potentiometer removable dial basically m trying ghetto together oldschool motor operated potentiometer mop can removed quickly easily without affecting operation original process ve spent hours looking servo controllers encoders capable haven t able find way get pointed right direction fantastic surely thing must exist thanks much,['rcservo']
7188,can jacobian matrix used derive joint angles end effector linear rotational velocity without filter,2 link 2 degree freedom robotic arm measures linear acceleration link accelerometer rotational velocity joint gyroscope know using jacobian matrix can compute link velocity acceleration joint angles inverse matrix can compute joint velocities joint angles link acceleration however sure can compute joint angles using link linear rotational acceleration aware joint angle estimated integrating joint velocities applying sort filter algebraic way can computed doesn t seem likely,"['robotic-arm', 'accelerometer', 'gyroscope', 'jacobian']"
7189,create2 reading sensor date always work,noticed create2 always provide sensor data s moving supposed stop robot request sensor data start missing something seems work time get data back trying make move one point another starting reading distance see far travels every 1 seconds sometimes just keeping getting data noticed using python c code well using usb port bit rate recommend 115200,['irobot-create']
7190,cheap efficient 3d sensor,m searching cheap 100 efficient 3d sensor detects obstacles moving objects robot applications like quadrotor navigation swarm robotics etc can suggest sensor can either commercial product project,"['mobile-robot', 'sensors', 'swarm']"
7194,beginner question software calculations,m complete beginner robotics background programming started thinking robot project yesterday want order motors test saw specs motors torque etc think remember enough physics high school simple calculations example motor rotates arm given torque length arm much lift also doesn t lift straight angle bit thinking tweak calculations bit several joints attached calculations complex probably create program node js example able experiment different values however assume kinds calculations common designing robots assume already programs types calculations created don t know exactly mean types calculations don t know yet don t know like ask programs guys use making calculations design robots preferable open source,"['robotic-arm', 'mechanism', 'software']"
7198,dynamic model tank like robot,planning tank like robot hobby purpose control engineering background however never applied robotics like test different control theory namely mpc saw lot publications regarding kinematics inverse kinematics robot however wondering somebody can point regarding dynamics modelling system taking account forces mass etc,['wheeled-robot']
7199,pole placement gains tuning,given control system found region complex space satisfies specifications determining poles position 0 5 0 2i now want find gains fix desider pole matlab understand well anyone can suggest example without matlab thanks edit first image sum blocks,"['control', 'pid', 'tuning', 'matlab']"
7203,education sources robot building,teach ftc robotics high school students m proficient programmer can teach coding fairly well mechanical skills bit soft m looking good sources students go gets little depth gear chain gear ratio etc maybe quite level building professional industrial robots ve used vex robotics curriculum starting reference doesn t go advanced topics example drive single gear drive shaft multiple motors achieve power without gear lose speed good intermediate sources like need just bit bullet get college level mechanics text,['mechanism']
7206,building first quadcopter,trying build quadcopter scratch selected parts idea whether quadcopter will come together fly appreciate feedback whether parts selected compatible ubec motor appreciate suggestions frame quadcopter x configuration making expecting average weight quad around 800g hope motors prop combination can hover well,['multi-rotor']
7210,recommendation robot special education,saw video robot used special education children autism spectrum son isn t autistic tourette syndrome adhd executive function problems ocd robot quite helpful can buy one don t need look like human just needs interactive reasonable cute son getting ready bed needs someone talk steps give positive feedback ask questions like okay re pajamas great else need get ready bed robot mental list preprogrammed everything s needed brush teeth wash face put eczema ointment put dirty clothes hamper son 12 like get ready without mama papa gets sidetracked s room robot doesn t need able see brushing teeth just needs able hear son saying brushed teeth two together decide made routine can call ll check ll bedtime reading s example mind situations imagine robot helpful,['artificial-intelligence']
7212,estimate transfer function stepper motor,stepper motor internal controller like determine don t know approach problem system receives input velocity position moves toward position using velocity input also just velocity plant pan tilt unit 2 stepper motors tried ident got fit 5 input noisy signal output position writes,['control']
7215,arduino create 2 reading sensor values,past weeks attempting interface irobot create 2 arduino uno yet unable read sensor values back arduino will describe hardware setup arduino code ask several questions hopefully answers questions will helpful future work create 2 hardware irobot create 2 connected arduino uno according suggestions given irobot instead diodes dc buck converter used transistor used software serial port used instead uart port software following code implementing arduino overall function stop spinning robot angle robot exceeds threshold software serial port used runs default create 2 baud rate questions loading sensor values array correctly code works bump run program implemented requires knowing one bit rather two bytes many bytes can read serial connection time previous post help sending serial command roomba highlights one byte can sent time imply reverse true solution use char array read values instead append two chars form signed int serial communication synchronization problem assuming synchronization problem possible bytes split nibble boundaries present problem nibble datatype,"['arduino', 'irobot-create', 'roomba']"
7216,different ways control distance covered robot,want move robot certain distance say 1 meter different ways can implement example can measure circumference wheel assign time rotation move techniques achieve,"['wheeled-robot', 'movement']"
7219,issue multiple bytes irobot create 2,problems reading sensor information irobot create 2 sent email asking help irobot staff super helpful gave answer next day helped push along project requesting data create2 print screen figure write code read data started section code working trimmed code controlled functions told code actually working fine trying print value sensor packet without parsing way recommended change code program2 true def tohexfrombyte val return hex ord val 2 rjust 2 0 upper x connection read b x print tohexfrombyte b works beautifully prints screen bumper pressed wheel drops question deal responses longer one byte ie packet id 22 voltage try packet id 22 prints screen sends high byte 3f low byte d7 can manually combine get 3fd7 convert decimal 16 343 volts like figure way print screen voltage program many sensors send data 2 bytes need way make sure combined automatically robb,"['irobot-create', 'python', 'roomba']"
7221,difference positioning localization systems,like know differences positioning localization systems review papers used interchangeably example gps global positioning system gives coordinates receiver slam simultaneous localization mapping constructing updating map unknown environment difference positioning gives information receiver coordinates information enviorement localization gives information receiver coordinates also enviorement positioning subtopic localization,"['localization', 'slam', 'gps']"
7225,robotic winch force sensor,requirement motor pulls piece rope rope taught however m loss achieve m sure must ve done m sure best describe way get results wondered sensors pre established methods sensing resistance motion electrical motors,['motor']
7226,frequency input read values,moment trying identify system using frequency sweep using mathematica created frequency sweep max frequency 10 hz sample data using 1000 hz rate input system rate read,['control']
7227,building micro cnc machine,building micro cnc machine probably 2 cd roms x y axis floppy drive z 1 hard drive x 1 cd drive y 1 floppy z sure wire work emc2 linux cnc program works parrallel port connect steppers directly control drivers board buy ebay right connect pc need interface board instead go driver parralel port also wondering people opt x y bottom z top put x y z stacked place upside top view might done accuracy 3 layers potential failure,"['driver', 'stepper-motor', 'cnc']"
7229,irobot create 2 encoder counts,post follows earlier post irobot create 2 angle measurement trying use wheel encoders calculate angle create 2 using arduino uno interface robot use following code obtain encoder values serial monitor used view encoder counts code prints encoder counts however wheels spun backwards count increases will never decrement tethered connection create 2 using realterm exhibits behavior suggests encoders keep track direction spin true,"['irobot-create', 'roomba']"
7230,system identification physical system constrains,kind input output test can peformed physical system constraints identify transfer function system discussed pan tilt unit input receives either position velocity velocity,['input']
7234,lipo really 100 times energy dense model rockets,lately ve interested comparing energy density model rocket engines lithium polymer batteries attached motors propellers propelling things upwards get feel decided compare estes c6 5 motor 3dr iris quadcopter estes c6 5 initial mass 25 8g produces 10 n s total impulse impulse density 10 n s 25 8g 0 38 n s g 1 3dr iris weighs 1282g without battery 3 5ah battery weighs 250g will power hover 20 minutes 10 5a draw thrust produced hover earth 9 8n kg 1 1 532 kg 14 7n impulse density 14 7n 1200s 250g 70 6 n s g 1 according math lipo 0 38 70 6 186 times energy dense model rocket engine course model rocket engine will lose 12 48g propellant end flight will effectively little lighter s going affect things factor 100 seem right missing anything,"['quadcopter', 'rocket', 'lithium-polymer']"
7235,implement code inner outer pd controllers quadrotor position tracking,quadrotor system multi odes equations linearized model usually used especially position tracking therefore one can determine desired x y positions based roll pitch angles result one nested loop inner outer controllers needed controlling quadrotor implementation put inside ode45 inner attitude controller m asking ve read paper inner attitude controller must run faster e 1khz position controller e 100 200 hz code loops run 1khz therefore inside ode45 loop correct position tracking insert loop inside ode45 running inner loop please suggest pseudocode position tracking thorough dynamics equations nonlinear model quadrotor provided assume small angles model reduced following equations \begin align \ddot x \frac u 1 m \theta \cos\psi \phi \sin\psi \\ \ddot y \frac u 1 m \theta \sin\psi \phi \cos\psi \\ \ddot z \frac u 1 m g \\ \ddot \phi \frac l x u 2 \\ \ddot \theta \frac l y u 3 \\ \ddot \psi \frac 1 z u 4 \\ \end align aforementioned equations linear position tracking need control x y z therefore choose desired roll pitch e \phi d \ \text \ \theta d \begin align \ddot x d \frac u 1 m \theta d \cos\psi \phi d \sin\psi \\ \ddot y d \frac u 1 m \theta d \sin\psi \phi d \cos\psi \\ \end align therefore closed form desired angles can obtained follows \begin bmatrix \phi d \\ \theta d \end bmatrix \begin bmatrix \sin\psi \cos\psi \\ \cos\psi \sin\psi \end bmatrix 1 \left \frac m u 1 \right \begin bmatrix \ddot x d \\ \ddot y d \end bmatrix desired trajectory shown results actual trajectory vs desired one code experiment position controller clear clc dt 0 001 t 0 initial values system x 0 dx 0 y 0 dy 0 z 0 dz 0 phi 0 dphi 0 theta 0 dtheta 0 psi pi 3 dpsi 0 system parameters m 0 75 mass kg l 0 25 arm length m jx 0 019688 inertia seen rotation axis kg m 2 jy 0 019688 inertia seen rotation axis kg m 2 jz 0 039380 inertia seen rotation axis kg m 2 g 9 81 acceleration due gravity m s 2 errorsumx 0 errorsumy 0 errorsumz 0 errorsumphi 0 errorsumtheta 0 pose load xytrajectory txt desiredx pose 1 desiredy pose 2 desiredz pose 3 ddesiredx 0 ddesiredy 0 ddesiredz 0 desiredxpre 0 desiredypre 0 desiredzpre 0 ddesiredphi 0 ddesiredtheta 0 desiredphipre 0 desiredthetapre 0 1 6000 torque input ux kpx 50 kdx 8 kix 0 ux kpx desiredx x kdx ddesiredx dx kix errorsumx errorsumx errorsumx desiredx x ddesiredx desiredx desiredxpre dt desiredxpre desiredx uy kpy 100 kdy 10 kiy 0 uy kpy desiredy y kdy ddesiredy dy kiy errorsumy errorsumy errorsumy desiredy y ddesiredy desiredy desiredypre dt desiredypre desiredy u1 kpz 100 kdz 20 kiz 0 u1 kpz desiredz z kdz ddesiredz dz kiz errorsumz errorsumz errorsumz desiredz z ddesiredz desiredz desiredzpre dt desiredzpre desiredz desired phi theta r sin psi cos psi cos psi sin psi dangles r\ m u1 ux uy wrap angles desiredphi wraptopi dangles 1 2 desiredtheta wraptopi dangles 2 u2 kpp 100 kdp 10 kip 0 u2 kpp desiredphi phi kdp ddesiredphi dphi kip errorsumphi errorsumphi errorsumphi desiredphi phi ddesiredphi desiredphi desiredphipre dt desiredphipre desiredphi u3 kpt 100 kdt 10 kit 0 u3 kpt desiredtheta theta kdp ddesiredtheta dtheta kit errorsumtheta errorsumtheta errorsumtheta desiredtheta theta ddesiredtheta desiredtheta desiredthetapre dt desiredthetapre desiredtheta u4 kps 80 kds 20 0 kis 0 08 u4 kps 0 psi kds 0 dpsi ode equations quadrotor x ddx u1 m theta cos psi phi sin psi dx dx ddx dt x x dx dt y ddy u1 m theta sin psi phi cos psi dy dy ddy dt y y dy dt z ddz u1 m g dz dz ddz dt z z dz dt phi ddphi l jx u2 dphi dphi ddphi dt phi phi dphi dt theta ddtheta l jy u3 dtheta dtheta ddtheta dt theta theta dtheta dt psi ddpsi 1 jz u4 dpsi dpsi ddpsi dt psi psi dpsi dt store erro errorx x desiredx errory y desiredy errorz z desiredz errorphi phi pi 4 errortheta theta pi 4 errorpsi psi 0 x x y y z z t t drawnow plot3 desiredx desiredy desiredz r hold plot3 x y z b t t dt end figure1 figure 1 set figure1 defaulttextinterpreter latex set figure1 units normalized outerposition 0 0 1 1 subplot 2 2 1 plot t errorx linewidth 2 title error x axis position m xlabel time sec ylabel x d t x t linewidth 2 subplot 2 2 2 plot t errory linewidth 2 title error y axis position m xlabel time sec ylabel y d t y t linewidth 2 subplot 2 2 3 plot t errorz linewidth 2 title error z axis position m xlabel time sec ylabel z d z t linewidth 2 subplot 2 2 4 plot t errorpsi linewidth 2 title error \psi m xlabel time sec ylabel \psi d \psi t fontsize 12 grid figure2 figure 2 set figure2 units normalized outerposition 0 0 1 1 figure 2 plot3 x y z b grid hold plot3 desiredx desiredy desiredz r pos get figure2 position set figure2 paperpositionmode auto paperunits inches papersize pos 3 pos 4 print figure2 output2 dpdf r0 legend actual desired code desired trajectory clear clc fileid fopen xytrajectory txt w angle pi radius 5 z 0 t 0 1 6000 z 2 z z 0 1 x 0 y 0 end z 2 angle angle 0 1 angle wraptopi angle x radius cos angle y radius sin angle z 2 end x x y y z z fprintf fileid f \t f \t f\n x y z end fclose fileid plot3 x y z grid,"['quadcopter', 'matlab', 'microcontroller']"
7242,underwater rov variable ballast,guys recommend making variable ballast system underwater robot thinking problem earlier trying figure way make one didn t require tank compressed air,['underwater']
7243,fast c library stereo vision disparity computation,looking library disparity map stereo vision computation requirements c multi platform linux windows osx preferrable mandatory cuda based suited robotics e g work even images perfectly rectified cameras perfectly calibrated suitable tracking purposes 20fps performing even low res images e g 320x240px open source,"['computer-vision', 'stereo-vision']"
7244,conceptual problem regarding electronic shutters,looking ccd cmos sensors cameras decide one use process automatic control printing process now getting grips almost essential numbers abbreviations remains problem shutters understand different types shutters mechanical electronic can understand work problem concerns shutter speed use mechanical shutter well maximum shutter speed depends particular element assembly work electronic shutters never read max shutter speed specs thing usually see floating around frames per second usally pass limit 120 fps depending sensor built one think maximum shutter speed therefore 1 120 1 240 uses half frames can right seems really slow will faced task recording crisp clear images paper moves 17 m s never possible shutter speeds slow will forced use mechanical shutter misunderstanding something,"['computer-vision', 'cameras']"
7245,many quadcopters take lift burrito,investigating possible business opportunity quadcopters perform high precision nutritional delivery via burrito medium never used burrito read internet typically weigh 600 700 grams 1 much heavy commercially available platforms many quadcopters take lift single burrito 1,"['quadcopter', 'distributed-systems']"
7249,quadcopter iphone ultimate flight controller,iphone contains gyroscope gps two photo video cameras self sufficient battery outlives motor battery wifi backup connectivity cellular bluetooth programmable computer real time image processing capabilities face detection general purpose io something like old models available cheap main benefit separate dedicated flight controller camera hobbyist rotorcraft rather general purpose device like iphone,['quadcopter']
7251,bug encoder counts packets 43 44,think just found another bug one mentioned another post angle distance one reading encoder s counts using workaround bugs found one instance counts reading right encoder incorrect reading loop sleeping 100msec turning create2 part counts definitely shows problem kept going stopped seems problem reaches max anyone else ran can explain provide another workaround,['irobot-create']
7254,cool robotics projects,m robotics student new field can suggest websites provide projects helpful info can learn thanks,['mobile-robot']
7256,sensing level liquid tube,m looking build sensor will detect level liquid tube precisely accurate just detect whether level approximately certain height liquid level can seen red oval thought monitoring webcam using opencv detect liquid level seemed bit overkill especially dedicated pc process images surely s simpler solution perhaps component can attach raspberry pi arduino board m familiar laser sensors don t know suitable long s reliable edit add tube contains toluene flammable vacuum sealed can t just drill kind optical laser sensor might ok long can recognise clear liquid,"['arduino', 'sensors', 'raspberry-pi', 'laser']"
7265,pid another module implements pid control,m charge module control smoothness platform move platform already implements closed loop control firmware closed access source code therefore requested closed loop control implemented top pid superior layer module already implements closed loop control several question s conceptually correct implement pid control upper layer closed loop control implements features may loose lower close loop maybe loop control closed negatively influenced pid implements top layer estimate angular speed yaw pitch based position motors using kalman filters can generate values far actual values reported,['pid']
7266,can make quadcopter avoid obstacles using infrared,quadcopter built need able make autonomously follow route avoid obstacles possible general plan array sensors pre defined front quadcopter will go forward generally d like make sensors pointing higher angle detect something getting closer bot moves forward quadcopter will stop descend distance detected object decreases continues forward similarly d like opposite event happen sensors pointing lower angle detect something getting closer quadcopter m thinking something like 9 small infrared distance detectors pointing forward left forward right basically 3x3 matrix anyone ideas feasibility d like use raspberry pi will probably also need additional board read values sensors addition idea sensors use infrared can even work suggestions welcome also thinking ultrasonic sensors 9 get cluttered d worry short range crash means death quadcopter also fear cause interference,"['mobile-robot', 'quadcopter', 'sensors']"
7270,load current load speed battery best suitable motor,specifications motor 25000rpm load speed 12v load current 1a stall current 10a 0 36kgcm torque definition load current load speed battery suitable power motor,['motor']
7271,implement following drone camera using gps,title states way make following drone tracks gps unit follows orients camera similar,"['cameras', 'gps', 'line-following']"
7277,assuming angle respect two beacons know distance can localize,let s assume following situation need find x y possible appear one solution system trigonometry bit rusty feel like need one distance,"['kinematics', 'inverse-kinematics']"
7278,adding actuator force featherstone articulated rigid body model,m working project need model system essentially comprised series ball socket joints attached base attached turn prismatic joint rail ve read roy featherstone s rigid body dynamics algorithms cover cover ve also read dynamics section springer handbook robotics also written featherstone took long time get acclimated using spatial vector spatial matrix notation re creating notation hand exercise works just nice way concatenating 3x3 3x1 matrices vectors 6x6 6x1 matrices vectors maths invents perform operations can bit tedious read hijacks standard notation overall everything compact easy implement matlab problem add actuators model walks explicitly configuring joint definitions link definitions etc comes actuators applied forces says something like just add \tau bob s uncle s discussed handbook robotics suggests introducing false acceleration fixed base add gravitational force term doesn t show add local coordinates mention add actuator input help greatly appreciated ve considered starting different book s going great expense time re acclimate different set notation d like move forward feel like m just inches shy finish line,"['actuator', 'dynamics', 'joint']"
7287,odometry vs dead reckoning,terms robotics differences odometry dead reckoning read odometry uses wheel sensors estimate position dead reckoning also uses wheel sensors heading sensors well can someone please elaborate point thanks,"['odometry', 'deduced-reckoning']"
7288,linear motion control quadrotor clarification,ve posted question regarding matter couldn t solve m reading paper authors state linear x y motion control mathematical model one can see motion axes x y depends u 1 fact u 1 total thrust vector oriented obtain desired linear motion consider u x u y orientations u 1 responsible motion x y axis respectively can extract formula 18 roll pitch angles necessary compute controls u x u y ensuring lyapunov function negative semi definite see fig 2 paper clear except linear motion control didn t explicitly state equations extracting angles confusing part say can extract formula 18 roll pitch angles necessary compute controls u x u y formula 18 u x \frac m u 1 \cos\phi \sin\theta \cos\psi \sin\phi \sin\psi \\ u y \frac m u 1 \cos\phi \sin\theta \sin\psi \cos\phi \cos\psi \\ seems roll pitch angles depend u x u y therefore compute roll pitch angles based u x u y control linear motion,"['control', 'quadcopter']"
7291,stereo vision matlab,working project robot soccer vision utilize two webcams stereo vision matlab robot soccer matters,"['stereo-vision', 'matlab', 'soccer']"
7294,dispensing precise quantities liquid powder,ve toying around idea automating process testing aquarium water certain chemicals briefly salt water aquariums reefs specifically require almost daily testing 3 4 chemicals calcium alkalinity ammonia phosphate typically done hand using various kits two main types combine several powders fixed amount aquarium water compare color mixture turns chart combine several liquids together aquarium water add another liquid mixture turns color record much final liquid add color change occur titration methods straightforward tedious maintain aquarium well really need daily readings metrics easily adds 30 minutes daily d like able automate process biggest question reliably dispense materials needed re talking gram milliliter uom kits come plastic syringes spoons correct volume powders need way measure dispense way queue several days worth refilling daily defeats purpose ideas edit different measure dispense finite amount powder liquid units measure involved need able reliably dispense 1g 5 powder 1ml 5 liquid,['electronics']
7295,help ultrasonic sensors obstacles avoiding robot,well will start directly problem m working project 10 days left idea simple wheeled robot 3 ultrasonic sensors avoid obstacles ve developed code s working fine m using arduino uno l293d driver 2 dc motors 3 hc sr04 ultrasonic sensors newping library ve made kind shield soldered common points gnd 5v order connect l293 ic sensors pins easily problem ultrasonic sensors functioned expected behavior always sending zero result sometimes number showed disconnect sensor power problem m using usb cable power arduino sensors motors powered using 2 li po batteries kindly provide guidance,"['arduino', 'power', 'ultrasonic-sensors']"
7297,arm disassemble assemble notebook home,suppose perfect ai control robotic arm characteristics fulfill able take common tools screwdriver linesman s disassemble assemble conventional notebook computer models available seems arms owi 535 toys e can just relocate lightweight objects s right update also suppose ai can look assembly area multiple hd cameras can perfectly understand sees,['robotic-arm']
7308,control dc motor,2 12v motors 12v battery like know best solution controlling motor arduino uno motor controller need maximum current 100a though 100a transistor connected pwm pin arduino control motor pwm voltage regulator better pwm,"['motor', 'esc', 'pwm', 'microcontroller']"
7311,can make compact soft robot,want make compact actuators motors sensors one soft robot actuators can pneumatic dielectric need suggestions manufacturating m open new ideas,"['actuator', 'manufacturing']"
7315,2nm small motor,currently designing spherical wrist want manipulate 300gr payload design 200mm span m guessing 1 1nm considering weight structure motors ve looked maxon faulhaber can t find motor gearbox encoder 100gr suggestion,"['motor', 'actuator', 'torque']"
7316,can make motion tracking camera,m looking cctv interested minimising costs motion tracking camera cover area otherwise utilise multiple cameras already something like market manufactured company called nightwatcher think however track merely senses using 3 pir s points camera 1 3 positions ping ponging subject sensors like idea drawbacks wondering anything arduino similar achieve better result stumbled across entirely sure also outside application thread indoor makes difference edit just case mislead want unit sensors detect movement camera face position,['cameras']
7317,vacuum lifter moving playing cards,d like buy small vacuum lifter can move playing cards around robotics google fu failing don t really know search terms look webpages look find kind component essence want electronic version vacuum pen don t really know search kind component ve found pneumatic valves complicated machinery ideally d want self contained electronic vacuum pen since m planning move playing cards around anyone idea look something like thanks,"['robotic-arm', 'actuator']"
7320,position estimation photo fingerprinting,want make 3d position position change estimation photos taken flying robot need suggestions fast photo matching,['localization']
7327,transfer signed integers libusb,folks programmers stack exchange asked ask want communicate arduino sent integers code program c initialy used bulk transfer sends char data api reference libusb prototype bulk transfer int libusb bulk transfer struct libusb device handle dev handle unsigned char endpoint unsigned char data int length int transferred unsigned int timeout can see data unsigned char pointer pointer buffer containing length unsigned chars can successfully transcieve strings transfer integers sign currently thinking system arduino asks digit sending character program sends number reply followed sign requested next solution viable transfer integer string better way,"['arduino', 'communication', 'usb', 'c++']"
7331,position control linear model quadrotor problem tracking task,lately notice posted questions regarding position tracking nonlinear model couldn t ve switched linear model hope can regulation problem position control seems working switch tracking system starts oscillating don t know stated ve done hope someone guides correct path linear model quadrotor provided \begin align \ddot x g \theta \ \ \ \ \ \ \ \ \ \ 1 \\ \ddot y g \phi \ \ \ \ \ \ \ \ \ \ 2 \\ \ddot z \frac u 1 m g \\ \ddot \phi \frac l j x u 2 \\ \ddot \theta \frac l j y u 2 \\ \ddot \psi \frac 1 j z u 2 \\ \end align paper position control based pd provided aforementioned paper 1 2 desired angles \phi d \theta d obtained therefore \begin align \theta d \frac \ddot x d g \\ \phi d \frac \ddot y d g \end align \begin align \ddot x d kp x d x kd \dot x d \dot x \\ \ddot y d kp y d y kd \dot y d \dot y \\ u 1 kp z d z kd \dot z d \dot z \\ u 2 kp \phi d \phi kd \dot \phi d \dot \phi \\ u 3 kp \theta d \theta kd \dot \theta d \dot \theta \\ u 4 kp \psi d \psi kd \dot \psi d \dot \psi \\ \end align regulation problem x d 2 5 m \ y d 3 5 m z d 4 5 m results now change problem tracking one results messed last paper state saturation function needed ensure reference roll pitch angles within specified limits unfortunately max value \phi \theta stated paper since use euler angles believe \phi range \frac \pi 2 \frac \pi 2 \theta range \pi \pi m using euler method ode solver step size fixed derivative euler method used code trajectory code clear clc fileid fopen xytrajectory txt w angle pi radius 3 z 0 t 0 1 6000 z 2 z z 0 1 x 0 y 0 end z 2 angle angle 0 1 angle wraptopi angle x radius cos angle y radius sin angle z 2 end x x y y z z fprintf fileid f \t f \t f\n x y z end fclose fileid plot3 x y z grid,"['control', 'quadcopter', 'matlab']"
7333,escs stop working,m new robotics first time building quadcopter m unable work keep losing escs recently testing ve managed calibrate 4 escs accurately control speed 4 motors neatly securing frame 1 motor didn t work recalibrated escs running motor still didn t work however 3 motors continued run first also suddenly just stopped altogether research suggested escs cut voltage indicating battery might flat immediately looked recharging surprise still new battery appeared bulged indicating damaged research suggested size battery using insufficient amount current drawn motors without pwm applied reconnected new fully charged battery hope listening beeps diagnose one esc immediately coughed huge puff smoke happened managed get 2 escs run motors despite several attempts tweaking pwm signals calibrating ended replacing 2 unless s obvious reason escs keep dying can assume specific escs badly made ask money back components m using raspberry pi 2 model b adafruit 16 channel 12 bit pwm servo driver i2c interface pca9685 rctimer mini esc 40a opto blheli firmware oneshot125 support 2 6s rctimer 2208 8 2600kv outrunner brushless motor gens ace 2200mah 11 1v 25c 3s1p lipo battery pack raspberry pi powered micro usb interface 5v step voltage regulator connected 5000mah 3 7v lipo battery pwm controller powered vcc pin gpio1 3 3v pin raspberry pi also happens power sensors time 4 motors worked able accurately control either 50hz 400hz 1 2 millisecond duty cycles,"['quadcopter', 'power', 'esc', 'pwm']"
7334,mechanical design base robotic arm,using dc motors build robotic arm want make base shoulder rotates lifts stable stronger design using dc motors also like put motor elbow base efficiency design best suits update building robotic arm payload approx 1 2 kg using dc high torque motors model using shoulder gripper gripper self made weighing approximately 400 grams want proper design material choice shoulder part remains less heavy stable addition want operate movement gripper e motion using motor base part design better alternative,"['robotic-arm', 'design']"
7339,driving non circular timing belt,d like create camera slider similar one part m sure setup camera drive looks like can buy similar timing belt m sure set servo drive slider particularly keep belt contact drive pulley fabrication skills limited need simple box solution,['servos']
7344,image based 3d position estimation one camera,many 2d position estimation one camera 3d position estimation application technique one camera application technique,['localization']
7349,arduino triggers camera start recording,ve already made arduino device detects trigger event now want trigger recording storage video event occurs camera wirelessly triggered feet away arduino unit optimal can settle running wires need m looking suggestions m limited budget project want avoid reinventing wheel ordering parts can t get work arduino m considering use camera first arduino project help welcome,"['arduino', 'wireless']"
7358,suggestion camera,good low cost cameras frequently used robotics assuming cameras good fit robotics works well opencv pc windows support usb2 usb3 gige usb3 vision cameras seem pricey good image sensing performance adjustable focus manual motorized fine focus control great ip cameras make good cameras robotic vision projects,"['computer-vision', 'cameras']"
7359,interfacing gpu image processing motor control 30 hz,like make robotic system takes input video feed runs gpu based image recognition video outputs commands set motors goal motors react video little latency possible hopefully order 10s ms currently gtx 770m laptop running ubuntu 14 04 connected camera heavy image processing takes frames 30hz will output motor commands frequency days looking around web design system m still loose end whether even feasible b best approach interface laptop motors image processing must run linux leeway change part things,"['control', 'real-time']"
7361,idea web application robotics,learning interested robotics also need update web development skills question idea good web application connected robotics service robots industrial robots etc maybe already open source ongoing web application projects robotics can make contribution thanks,"['design', 'software']"
7363,difference multiple robots swarm robots,difference multiple robots swarm robots key point also multi agent systems multi agent systems works computer simulations games terms used similar applications,"['simulation', 'multi-agent', 'swarm']"
7378,electric piston longitudinal electric motor,electric motors apply force rotational motion longitudinal motion electromagnetic design gears worms motors great linear actuators transfer force feedback name devices,"['motor', 'actuator']"
7383,determine configuration space robotic arm,m working 4dof parallel mechanism arm m interested writing planners arm prm rrt configuration space m sure identify obstacles collisions writing planners mobile robots 2d workspace easy define visualize workspace obstacles planner robot operating website link shows great example visualizing workspace configuration space 2dof arm can higher dimensions,"['robotic-arm', 'motion-planning']"
7384,can memory alloy used alternative compressor found refrigerator,m curious alloy say can used alternative traditional compressor can anyone explain work goal understand use case can adapt alloys robotic projects gut tells perfect kinematics mechanisms m missing pieces puzzle work,"['kinematics', 'mechanism']"
